Ano;Epoca;FECHA_MONITOREO;CORRIENTE;PUNTO_MONITOREO;PUNTO_MONITOREO_COMPUESTO;PUNTO DE MONITOREO_Original;MUNICIPIO;MUNICIPIO_AJUSTADO;VEREDA;Variable;Unidades;Deteccion;Valor;CALIFICACI‡N DE LA CALIDAD DEL AGUA 
2013;Transici¢n;6/11/2013;R°o Ejido;Barrio Avelino-calle 13 cra 9AE;R°o Ejido - Barrio Avelino-calle 13 cra 9AE;Barrio Avelino-calle 13 cra 9AE;Popay†n;Popay†n;Popay†n;TURBIEDAD;TURBIEDAD UNT;;3.6;
2013;Transici¢n;6/11/2013;R°o Ejido;Barrio Avelino-calle 13 cra 9AE;R°o Ejido - Barrio Avelino-calle 13 cra 9AE;Barrio Avelino-calle 13 cra 9AE;Popay†n;Popay†n;Popay†n;CONDUCTIVIDAD;ÊS/cm;;49.5;
2013;Transici¢n;6/11/2013;R°o Ejido;Barrio Avelino-calle 13 cra 9AE;R°o Ejido - Barrio Avelino-calle 13 cra 9AE;Barrio Avelino-calle 13 cra 9AE;Popay†n;Popay†n;Popay†n;OXIGENO DISUELTO;mg/L;;6.82;
2013;Transici¢n;6/11/2013;R°o Ejido;Barrio Avelino-calle 13 cra 9AE;R°o Ejido - Barrio Avelino-calle 13 cra 9AE;Barrio Avelino-calle 13 cra 9AE;Popay†n;Popay†n;Popay†n;PH;UND;;7.27;
2013;Transici¢n;6/11/2013;R°o Ejido;Barrio Avelino-calle 13 cra 9AE;R°o Ejido - Barrio Avelino-calle 13 cra 9AE;Barrio Avelino-calle 13 cra 9AE;Popay†n;Popay†n;Popay†n;TEMPERATURA;¯C;;17.6;
2013;Transici¢n;6/11/2013;R°o Ejido;Barrio Avelino-calle 13 cra 9AE;R°o Ejido - Barrio Avelino-calle 13 cra 9AE;Barrio Avelino-calle 13 cra 9AE;Popay†n;Popay†n;Popay†n;ICA-5 variables;Unidades;NA;0.906;Buena
2013;Transici¢n;6/11/2013;R°o Ejido;Barrio Avelino-calle 13 cra 9AE;R°o Ejido - Barrio Avelino-calle 13 cra 9AE;Barrio Avelino-calle 13 cra 9AE;Popay†n;Popay†n;Popay†n;ICOMI;Unidades;NA;0.03;Muy Bajo
2013;Transici¢n;6/11/2013;R°o Ejido;Barrio Avelino-calle 13 cra 9AE;R°o Ejido - Barrio Avelino-calle 13 cra 9AE;Barrio Avelino-calle 13 cra 9AE;Popay†n;Popay†n;Popay†n;ICOMO;Unidades;NA;0.42;Media
2013;Transici¢n;6/11/2013;R°o Ejido;Barrio Avelino-calle 13 cra 9AE;R°o Ejido - Barrio Avelino-calle 13 cra 9AE;Barrio Avelino-calle 13 cra 9AE;Popay†n;Popay†n;Popay†n;ICOSUS;Unidades;NA;0;Muy Bajo
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ALCALINIDAD;mgCaCO3/L;;49.8;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;2000;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;23000;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;COLOR UPC;UPC;;22;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;DBO;mg/L;;0.5;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;DQO;mg/L;;10;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;DUREZA;mg CaCO3/L;;24;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;NITRATOS;mg NO3-N/L;;0.71;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;NITRITOS;mg NO2-N/L;;0.01;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ORTOFOSFATOS;mg PO4-P/L;;0.03;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;SST;mg/L;;55;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;TURBIEDAD;TURBIEDAD UNT;;18.1;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;CONDUCTIVIDAD;ÊS/cm;;69.9;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;OXIGENO DISUELTO;mg/L;;7.51;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;PH;UND;;7.5;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Rio Molino, Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;TEMPERATURA;¯C;;16;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ICA-5 variables;Unidades;NA;0.876;Aceptable
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ICOMI;Unidades;NA;0.05;Muy Bajo
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ICOMO;Unidades;NA;0.41;Media
2013;Transici¢n;6/11/2013;R°o Molino;Antes de Pueblillo;R°o Molino - Antes de Pueblillo;Antes de Pueblillo;Popay†n;Popay†n;El Sendero - Santa Barbara ;ICOSUS;Unidades;NA;0.15;Muy Bajo
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;ALCALINIDAD;mgCaCO3/L;;131;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;130000;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;740000;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;COLOR UPC;UPC;;14;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;DBO;mg/L;;5.8;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;DQO;mg/L;;10;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;DUREZA;mg CaCO3/L;;40.3;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;NITRATOS;mg NO3-N/L;;1.12;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;NITRITOS;mg NO2-N/L;;0.04;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;ORTOFOSFATOS;mg PO4-P/L;;0.6;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;SST;mg/L;;44.6;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;TURBIEDAD;TURBIEDAD UNT;;9;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;CONDUCTIVIDAD;ÊS/cm;;1890;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;OXIGENO DISUELTO;mg/L;;4.03;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;PH;UND;;7.14;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Rio Molino, antes de ejido;Popay†n;Popay†n;Popay†n;TEMPERATURA;¯C;;18.8;
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ICA-5 variables;Unidades;NA;0.648;Regular
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ICOMI;Unidades;NA;0.47;Media
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ICOMO;Unidades;NA;0.68;Alta
2013;Transici¢n;6/11/2013;R°o Molino;Antes de r°o Ejido;R°o Molino - Antes de r°o Ejido;Antes de r°o Ejido;Popay†n;Popay†n;Popay†n;ICOSUS;Unidades;NA;0.11;Muy Bajo
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;ALCALINIDAD;mgCaCO3/L;;45.8;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;400;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;6700;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;COLOR UPC;UPC;;27;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;DBO;mg/L;;1.1;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;DQO;mg/L;;14.4;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;DUREZA;mg CaCO3/L;;37.3;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;NITRATOS;mg NO3-N/L;;1.09;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;NITRITOS;mg NO2-N/L;;0.01;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;ORTOFOSFATOS;mg PO4-P/L;;0.04;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;SST;mg/L;;11;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;TURBIEDAD;TURBIEDAD UNT;;11.8;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;CONDUCTIVIDAD;ÊS/cm;;149.2;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;OXIGENO DISUELTO;mg/L;;7.88;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;PH;UND;;7.97;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente Panamericana;R°o PalacÇ - Puente Panamericana;Rio PalacÇ, Puente panamericana;Popay†n;Popay†n;Calibio;TEMPERATURA;¯C;;18.3;
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente panamericana;R°o PalacÇ - Puente panamericana;Puente panamericana;Popay†n;Popay†n;Calibio;ICA-5 variables;Unidades;NA;0.861;Aceptable
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente panamericana;R°o PalacÇ - Puente panamericana;Puente panamericana;Popay†n;Popay†n;Calibio;ICOMI;Unidades;NA;0.15;Muy Bajo
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente panamericana;R°o PalacÇ - Puente panamericana;Puente panamericana;Popay†n;Popay†n;Calibio;ICOMO;Unidades;NA;0.28;Baja
2013;Transici¢n;15/08/2013;R°o PalacÇ;Puente panamericana;R°o PalacÇ - Puente panamericana;Puente panamericana;Popay†n;Popay†n;Calibio;ICOSUS;Unidades;NA;0.01;Muy Bajo
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;ALCALINIDAD;mgCaCO3/L;;38.2;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;100;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;3500;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;COLOR UPC;UPC;;21;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;DBO;mg/L;;0.5;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;DQO;mg/L;;4;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;DUREZA;mg CaCO3/L;;52.8;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;NITRATOS;mg NO3-N/L;;0.97;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;NITRITOS;mg NO2-N/L;;0.01;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;ORTOFOSFATOS;mg PO4-P/L;;0.02;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;SST;mg/L;;11.3;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;TURBIEDAD;TURBIEDAD UNT;;1.6;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;CONDUCTIVIDAD;ÊS/cm;;165.2;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;OXIGENO DISUELTO;mg/L;;7.9;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;PH;UND;;7.8;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;R°o Cauca antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;TEMPERATURA;¯C;;16.1;
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;Antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;ICA-5 variables;Unidades;NA;0.839;Aceptable
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;Antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;ICOMI;Unidades;NA;0.18;Muy Bajo
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;Antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;ICOMO;Unidades;NA;0.24;Baja
2014;Lluvias;1/04/2014;R°o Cauca;Antes de Vinagre- Bocatoma Florida II;R°o Cauca - Antes de Vinagre- Bocatoma Florida II;Antes de Vinagre- Bocatoma Florida II;PuracÇ;PuracÇ;Hispala;ICOSUS;Unidades;NA;0.01;Muy Bajo
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;ALCALINIDAD;mgCaCO3/L;;1.1;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;2900;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;6970;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;COLOR UPC;UPC;;22;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;DBO;mg/L;;1;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;DQO;mg/L;;7;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;DUREZA;mg CaCO3/L;;67.7;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;NITRATOS;mg NO3-N/L;;0.76;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;NITRITOS;mg NO2-N/L;;0.03;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;ORTOFOSFATOS;mg PO4-P/L;;0.04;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;SST;mg/L;;129;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;TURBIEDAD;TURBIEDAD UNT;;39.2;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;CONDUCTIVIDAD;ÊS/cm;;216.8;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;OXIGENO DISUELTO;mg/L;;6.4;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;PH;UND;;6.6;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;TEMPERATURA;¯C;;20.3;
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;ICA-5 variables;Unidades;NA;0.663;Regular
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;ICOMI;Unidades;NA;0.28;Baja
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;ICOMO;Unidades;NA;0.33;Baja
2014;Lluvias;1/04/2014;R°o Cauca;Estaci¢n Julumito;R°o Cauca - Estaci¢n Julumito;Estaci¢n Julumito;Popay†n;Popay†n;Cajete;ICOSUS;Unidades;NA;0.37;Baja
2014;Lluvias;2/04/2014;R°o Cauca;Puente Hormiguero;R°o Cauca - Puente Hormiguero;Puente Hormiguero;Puerto Tejada;Puerto Tejada;El Hormiguero;ALCALINIDAD;mgCaCO3/L;;21.3;
2014;Lluvias;2/04/2014;R°o Cauca;Puente Hormiguero;R°o Cauca - Puente Hormiguero;Puente Hormiguero;Puerto Tejada;Puerto Tejada;El Hormiguero;COLIFORMES FECALES-NMP/100ml;NMP/100ml;;10000;
2014;Lluvias;2/04/2014;R°o Cauca;Puente Hormiguero;R°o Cauca - Puente Hormiguero;Puente Hormiguero;Puerto Tejada;Puerto Tejada;El Hormiguero;COLIFORMES TOTALES-NMP/100ml;NMP/100ml;;50000;
2014;Lluvias;2/04/2014;R°o Cauca;Puente Hormiguero;R°o Cauca - Puente Hormiguero;Puente Hormiguero;Puerto Tejada;Puerto Tejada;El Hormiguero;COLOR UPC;UPC;;51;
2014;Lluvias;2/04/2014;R°o Cauca;Puente Hormiguero;R°o Cauca - Puente Hormiguero;Puente Hormiguero;Puerto Tejada;Puerto Tejada;El Hormiguero;DBO;mg/L;;1.7;
2014;Lluvias;2/04/2014;R°o Cauca;Puente Hormiguero;R°o Cauca - Puente Hormiguero;Puente Hormiguero;Puerto Tejada;Puerto Tejada;El Hormiguero;DQO;mg/L;;11.6;
2014;Lluvias;2/04/2014;R°o Cauca;Puente Hormiguero;R°o Cauca - Puente Hormiguero;Puente Hormiguero;Puerto Tejada;Puerto Tejada;El Hormiguero;DUREZA;mg CaCO3/L;;40.5;
2014;Lluvias;2/04/2014;R°o Cauca;Puente Hormiguero;R°o Cauca - Puente Hormiguero;Puente Hormiguero;Puerto Tejada;Puerto Tejada;El Hormiguero;NITRATOS;mg NO3-N/L;;1.6;
